,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density,recommend
1124,호타루,한식,02 5688618,서울특별시 강남구 역삼동 644-16번지 지상1층 ,"[37.5010916, 127.0346387]",89.38,4.48,29.949999999999996
1125,콩사랑,한식,02 4510613,서울특별시 강남구 수서동 724-0 로즈데일빌딩지하2층122호,"[37.48748, 127.102753]",76.49,75.29,75.65
1126,대청감자탕,한식,02 4458516,서울특별시 강남구 개포동 14-1번지 대청프라자 121호122호122-1호 ,"[37.4941288, 127.0776841]",96.14,4.04,31.669999999999998
1127,알지,경양식,02 5677007,서울특별시 강남구 대치동 946-1번지 글라스타워2층 ,"[37.5080019, 127.0627646]",83.61,62.44,68.791
1128,(주)아이비앤비,경양식,02 5406640,서울특별시 강남구 삼성동 159-9번지 지하1층 멀티플랙스내 ,"[37.5102323, 127.0601688]",97.11,30.05,50.168
1129,손짜장,중국식,02 5725594,서울특별시 강남구 개포동 1262-14번지 지상1층 ,"[37.4796023, 127.0497428]",85.78,37.61,52.06099999999999
1130,동대문수궁,경양식,02 5402193,서울특별시 강남구 삼성동 77-25번지 지상2층 ,"[37.5142694, 127.0584034]",72.35,71.65,71.86
1131,도토리마을,한식,02 4406811,서울특별시 강남구 개포동 1192-6번지 지상1층 ,"[37.4736735, 127.0493111]",82.06,42.51,54.375
1132,강남순대,분식,02 5485160,서울특별시 강남구 논현동 163-0번지 지상1층 ,"[37.5088173, 127.0234738]",69.13,71.31,70.656
1133,미소야대치청실점,분식,02 5638624,서울특별시 강남구 대치동 622-1번지 한일상가1층106호 ,"[37.4935825, 127.0603741]",67.25,11.51,28.232
1134,하나,분식,02 5621265,서울특별시 강남구 역삼동 637-36번지 구영빌딩101호 ,"[37.500703, 127.0333906]",77.14,31.81,45.409
1135,텐텐,경양식,02 5175179,서울특별시 강남구 논현동 66-1번지 ,"[37.5188525, 127.0289664]",70.45,86.91,81.972
1136,곱창마을,한식,02 4456454,서울특별시 강남구 일원동 682-7번지 지상1층 ,"[37.4910661, 127.0824103]",66.92,90.92,83.72
1137,마라살롱 신사점,경양식,02 5178039,서울특별시 강남구 신사동 514-3번지 지상2층 ,"[37.5174493, 127.0213987]",71.74,82.54,79.3
1138,제이에스푸드,한식,02 5556151,서울특별시 강남구 역삼동 664-18번지 ,"[37.5050166, 127.0392774]",69.38,62.98,64.89999999999999
1139,쥬만지,경양식,02 9152923,서울특별시 강남구 신사동 577-0번지 지상2층 ,"[37.5254029, 127.0266358]",92.76,37.62,54.16199999999999
1140,더쿼드,경양식,02 5451100,서울특별시 강남구 신사동 622-3번지 지상2층 ,"[37.52620659999999, 127.0328851]",56.99,81.77,74.33599999999998
1141,무월식탁,경양식,02 5585215,서울특별시 강남구 역삼동 812-15번지 ,"[37.502574, 127.0272953]",84.53,39.66,53.120999999999995
1142,휠링,경양식,02 5396359,서울특별시 강남구 대치동 977-17번지 지상2층 ,"[37.5011329, 127.0646349]",56.28,70.06,65.926
1143,에이원,경양식,02 5645323,서울특별시 강남구 대치동 956-2번지 지하1층 ,"[37.5059115, 127.0593419]",63.38,49.25,53.48899999999999
1144,미스터피자(대치점),경양식,02 5581600,서울특별시 강남구 대치동 989-3번지 ,"[37.4990075, 127.0623803]",94.83,5.48,32.285
1145,신부자식당,분식,02 5674723,서울특별시 강남구 역삼동 816-4 지상2층,"[37.4997792, 127.0274413]",91.71,74.46,79.63499999999999
1146,DECENT(디센트),경양식,02 5690132,서울특별시 강남구 대치동 956-1번지 지하1층 ,"[37.5058543, 127.059173]",75.74,95.43,89.523
1147,나래비,분식,02 5612383,서울특별시 강남구 대치동 965-3번지 지상1층 ,"[37.5035397, 127.0605547]",58.36,29.89,38.431
1148,씨씨알,경양식,02 5545411,서울특별시 강남구 대치동 936-16번지 지하1층 ,"[37.4979075, 127.0539336]",54.61,38.61,43.41
1149,신포면옥,한식,02 5528647,서울특별시 강남구 대치동 507-1번지 풍림프라자 지하1층144호 ,"[37.4935175, 127.0623523]",89.15,43.95,57.510000000000005
1150,어글리,경양식,02 5678977,서울특별시 강남구 역삼동 816-4번지 재영빌딩 지상5층 ,"[37.4997792, 127.0274413]",84.66,57.66,65.75999999999999
1151,듬북담북,한식,02 5635537,서울특별시 강남구 삼성동 142-22번지 지상1층 ,"[37.5236944, 127.0530051]",76.84,46.35,55.497
1152,한탕,분식,02 4198753,서울특별시 강남구 삼성동 150-21번지 지상1층 ,"[37.51085399999999, 127.0552]",51.95,71.59,65.69800000000001
1153,박씨물고온제비,한식,02 5430657,서울특별시 강남구 삼성동 77-17번지 지하1층 ,"[37.5145038, 127.0592137]",91.65,72.27,78.08399999999999
1154,신가네솥뚜껑볶음밥,분식,02 5546336,서울특별시 강남구 역삼동 642-16번지 성지하이츠빌딩 지하1층1011호 ,"[37.5009452, 127.0361278]",67.01,37.1,46.073
1155,해남 천일관,한식,02 5618551,서울특별시 강남구 역삼동 636-13번지 지상12층 ,"[37.50097, 127.0318898]",71.59,95.4,88.257
1156,미도인 강남,일식,02  555 6193,서울특별시 강남구 역삼동 619-3 지상1층,"[37.5020701, 127.0271684]",52.4,86.92,76.564
1157,초원복집,한식,02 4511770,서울특별시 강남구 수서동 724-0번지 로즈데일빌딩지하2층111호 ,"[37.48748, 127.102753]",90.49,2.56,28.939
1158,몽817,경양식,02 5668748,서울특별시 강남구 역삼동 817-1번지 지하1층 ,"[37.506688, 127.0410111]",96.36,37.94,55.465999999999994
1159,자스클럽,경양식,02 5441705,서울특별시 강남구 신사동 530-3번지 지하1층 ,"[37.5236359, 127.0222716]",50.96,45.39,47.061
1160,술술술닷컴,분식,02 5698730,서울특별시 강남구 역삼동 817-31번지 지상3층 ,"[37.5003764, 127.0279606]",62.27,61.1,61.45099999999999
1161,좋은집밥,한식,02 5614953,서울특별시 강남구 역삼동 776-25번지 지상1층 ,"[37.494512, 127.0407102]",88.23,10.0,33.469
1162,일일향,경양식,02  501 5276,서울특별시 강남구 삼성동 158-3번지 건영빌딩 지상1층 ,"[37.5087587, 127.0576265]",70.13,47.98,54.625
1163,마도,한식,02 5486614,서울특별시 강남구 신사동 662-17번지 지상3층 ,"[37.5268392, 127.0390711]",92.16,38.74,54.766
1164,고운님,한식,02 4587408,서울특별시 강남구 삼성동 159-9번지 도심공항타워 지하1층6호 ,"[37.51025560000001, 127.058472]",71.69,42.4,51.187
1165,미가한우. 치킨처럼,한식,02 5455050,서울특별시 강남구 논현동 81-2 지상1층,"[37.5157401, 127.0305814]",67.68,7.73,25.715000000000003
1166,마포만두,분식,02 5771095,서울특별시 강남구 대치동 897-8번지 지상1층 ,"[37.5030346, 127.0504691]",91.36,80.8,83.96799999999999
1167,우리생고기,한식,02 5733553,서울특별시 강남구 개포동 186-7번지 ,"[37.4888556, 127.0685648]",84.81,99.65,95.198
1168,공원분식,분식,02 4592587,서울특별시 강남구 일원동 683-8번지 지상1층 ,"[37.4914235, 127.0820248]",54.99,0.26,16.679
1169,다옴,한식,02 5156959,서울특별시 강남구 논현동 191-16번지 지상1층 ,"[37.5084752, 127.0329228]",71.9,37.13,47.561
1170,야마모도스시,일식,02  5482031,서울특별시 강남구 청담동 93-12번지 오원빌딩 지상1층 ,"[37.5725897, 126.9851631]",83.1,53.83,62.61099999999999
1171,통하니,분식,02 5615770,서울특별시 강남구 대치동 990-0번지 1층106호 ,"[37.4991258, 127.0629873]",99.98,37.33,56.125
1172,엠,경양식,02 5127135,서울특별시 강남구 논현동 115-14번지 지하1층 ,"[37.515827, 127.0360292]",96.13,54.77,67.178
1173,오동도,한식,02 5570039,서울특별시 강남구 대치동 913-7번지 지상1층 ,"[37.50209090000001, 127.0582996]",65.02,8.76,25.637999999999998
1174,테리야끼,분식,02 5514477,서울특별시 강남구 삼성동 159-0번지 코엑스몰 L-22호 ,"[37.51168500000001, 127.0593394]",63.69,52.69,55.989999999999995
1175,간고등어와 콩나물국밥,분식,02 5477611,서울특별시 강남구 신사동 629번지 ,"[37.5216277, 127.0314871]",66.63,78.02,74.603
1176,연화산,중국식,02 5585375,서울특별시 강남구 역삼동 677-1번지 지상2층 ,"[37.50302020000001, 127.0395428]",86.73,7.55,31.304000000000002
1177,황태명가,한식,02 4599986,서울특별시 강남구 수서동 724번지 로즈데일빌딩 지하 2층 115호 ,"[37.48748, 127.102753]",80.84,78.43,79.153
1178,청국장집,한식,02 5723560,서울특별시 강남구 도곡동 517-1 지상1층,"[37.4840882, 127.0446563]",56.62,28.2,36.726
1179,레드마블하우스,한식,02 5524988,서울특별시 강남구 역삼동 734번지 지상1~2층 ,"[37.4966259, 127.0391565]",82.27,92.72,89.585
1180,락앤롤(ROCK&ROLL),한식,02 5187061,서울특별시 강남구 신사동 657-8번지 지상2층 ,"[37.525849, 127.0371979]",55.46,41.11,45.41499999999999
1181,빈스드림,한식,02 5411482,서울특별시 강남구 신사동 508번지 지상1층 ,"[37.5190821, 127.0196658]",73.14,72.92,72.98599999999999
1182,역삼한방삼계탕,한식,02 5568854,서울특별시 강남구 역삼동 637-33번지 지상2층 ,"[37.50089, 127.0333373]",77.77,75.82,76.40499999999999
1183,조스파이시치킨,경양식,02 5184174,서울특별시 강남구 신사동 597-1번지 1층 ,"[37.5232122, 127.0291283]",68.05,99.25,89.88999999999999
1184,뽀모도로,한식,02 5511313,서울특별시 강남구 삼성동 159번지 코엑스몰 A동 46호,"[37.5130556, 127.0586111]",99.46,15.53,40.708999999999996
1185,봉추찜닭주공공이,한식,02 5654593,서울특별시 강남구 역삼동 814-5번지 흥국빌딩별관2층 ,"[37.5021078, 127.0261636]",68.96,42.87,50.696999999999996
1186,불이아(삼성점),한식,02 501 3555,서울특별시 강남구 삼성동 153-30번지 지상12층 ,"[37.5111469, 127.0572379]",80.89,62.0,67.667
1187,낭만 광안리,한식,02 5179592,서울특별시 강남구 논현동 144-0번지 1층 ,"[37.5097195, 127.0230639]",94.44,24.57,45.53099999999999
1188,호남식당,한식,02 5088188,서울특별시 강남구 대치동 923-0번지 1층 ,"[37.4990021, 127.0527855]",75.07,87.86,84.023
1189,회랑구이랑,분식,02 4599101,서울특별시 강남구 일원동 645-12번지 1층 ,"[37.4909628, 127.0876891]",79.2,6.2,28.1
1190,아마폴라(강남점),경양식,02 5680015,서울특별시 강남구 역삼동 653-0번지 봉암빌딩1층 ,"[37.5080708, 127.0374932]",99.68,66.86,76.706
1191,전주식당,한식,02 5272960,서울특별시 강남구 역삼동 705-1번지 빅토리아빌딩지하1층 ,"[37.504377, 127.0472145]",59.29,90.47,81.11599999999999
1192,오븐에빠진닭,한식,02 5557915,서울특별시 강남구 역삼동 839-16번지 1층 ,"[37.4904175, 127.0334994]",53.42,49.14,50.42399999999999
1193,휠링,경양식,02 5649242,서울특별시 강남구 역삼동 637-20번지 지하1층(B2) ,"[37.5007932, 127.0325276]",93.85,96.59,95.768
1194,청담동 명인등심,일식,02 5401551,서울특별시 강남구 청담동 56번지 지상1층지상2층 ,"[37.5237802, 127.0520198]",56.36,73.95,68.673
1195,종로김밥,분식,02  561 9512,서울특별시 강남구 삼성동 150-21번지 1층 ,"[37.51085399999999, 127.0552]",67.84,67.58,67.658
1196,이도곰탕,한식,02 5010738,서울특별시 강남구 역삼동 671-17번지 ,"[37.5033102, 127.0384205]",68.81,93.75,86.268
1197,수서골목냉면,한식,02 4517157,서울특별시 강남구 수서동 462-5번지 지상1층 ,"[37.4854425, 127.0980764]",85.21,3.62,28.096999999999998
1198,더블린,경양식,02 5613281,서울특별시 강남구 역삼동 814-5번지 지상2층 ,"[37.5021078, 127.0261636]",69.18,67.57,68.053
1199,수서스넥,분식,02 4594287,서울특별시 강남구 일원동 711-0번지 지하B-18 ,"[37.492615, 127.0902134]",55.02,95.46,83.32799999999999
1200,세겹,한식,02 5697319,서울특별시 강남구 역삼동 747-14번지 지상1층 ,"[37.4963572, 127.0382507]",62.18,13.69,28.237
1201,아오끼,일식,02 5691586,서울특별시 강남구 삼성동 140-17번지 지상1층 ,"[37.5064978, 127.0495137]",96.62,79.04,84.31400000000001
1202,닭한마리,한식,02 5771113,서울특별시 강남구 도곡동 456-15번지 동광빌딩 1층 ,"[37.49290610000001, 127.0413543]",94.06,28.88,48.434
1203,시골밥상,한식,02 5614667,서울특별시 강남구 역삼동 702-13번지 지하1층 3호 ,"[37.5037639, 127.0452493]",74.84,27.71,41.849000000000004
1204,마쯔가제,일식,02 5514893,서울특별시 강남구 삼성동 159-0번지 호텔오크우드프리미어지상3층 ,"[37.5109042, 127.0581022]",77.37,8.51,29.168000000000003
1205,이화원,중국식,02 5514893,서울특별시 강남구 삼성동 159-0번지 호텔오크우드프리미어 지상3층 ,"[37.5109042, 127.0581022]",80.46,46.22,56.492
1206,비비큐,패스트푸드,02 5569260,서울특별시 강남구 대치동 922번지 ,"[37.4987132, 127.0520404]",51.52,82.35,73.10099999999998
1207,안동국시소호정,한식,02 4554159,서울특별시 강남구 대치동 960-8번지 지상1층 ,"[37.5039141, 127.0591385]",63.48,77.91,73.58099999999999
1208,논현 수구레,분식,02 5444848,서울특별시 강남구 논현동 268-3번지 지상1층 ,"[37.5122037, 127.0428751]",71.26,35.5,46.227999999999994
1209,코머스,경양식,02 5413111,서울특별시 강남구 청담동 53-7번지 지상14층 ,"[37.523764, 127.0542622]",75.34,52.66,59.464
1210,히어로,경양식,02 5080120,서울특별시 강남구 역삼동 836-1번지 지하1층 ,"[37.506688, 127.0410111]",78.42,22.15,39.031
1211,유레카,경양식,02 5490030,서울특별시 강남구 신사동 617번지 지하1층 ,"[37.5286483, 127.0325402]",84.98,63.25,69.769
1212,참나무집,한식,02 5185028,서울특별시 강남구 청담동 50-3번지 지상1층102호 ,"[37.5240193, 127.0502632]",72.07,90.49,84.96399999999998
1213,(주)니하오마중원,중국식,02 5016900,서울특별시 강남구 대치동 945-11번지 지상2층 ,"[37.507338, 127.0621935]",62.02,43.81,49.272999999999996
1214,송탄부대찌개,분식,02 4517579,서울특별시 강남구 개포동 14-5번지 도시개발공사지하1층113호 ,"[37.4941483, 127.07879]",90.69,15.3,37.916999999999994
1215,양철지붕,한식,02 5442833,서울특별시 강남구 신사동 561-17번지 1층 ,"[37.5189515, 127.0251235]",53.41,36.12,41.306999999999995
1216,정원,경양식,02 5725200,서울특별시 강남구 개포동 1194-7번지 지하1층102호 ,"[37.4742062, 127.0485502]",97.36,45.57,61.107
1217,닥터스클럽,경양식,02 5453034,서울특별시 강남구 청담동 100-7번지 지하1층 ,"[37.5269977, 127.0461763]",66.58,17.3,32.084
1218,쿠시일오이,경양식,02 5570897,서울특별시 강남구 삼성동 152-54번지 지하1층 ,"[37.5109558, 127.0560945]",87.32,68.01,73.803
1219,해마루,한식,02 5458910,서울특별시 강남구 신사동 641-1번지 지하1층 ,"[37.5273481, 127.0366243]",56.89,97.52,85.33099999999999
1220,스미즈,일식,02 5641996,서울특별시 강남구 역삼동 720-19번지 지상2층 ,"[37.5019041, 127.0426921]",82.79,47.0,57.736999999999995
1221,고우,일식,02 5499627,서울특별시 강남구 청담동 99-13번지 지하1층 ,"[37.52494799999999, 127.0460915]",62.15,54.2,56.584999999999994
1222,만나분식,한식,02 5272747,서울특별시 강남구 역삼동 705-1번지 지하1층8호 ,"[37.5043519, 127.0472166]",99.56,32.18,52.394
1223,스타쉐프,한식,02 5298248,서울특별시 강남구 도곡동 417-2번지 101호 ,"[37.4852001, 127.0448717]",76.17,57.55,63.135999999999996
1224,마산아구찜,한식,02 5562945,서울특별시 강남구 대치동 628-0번지 지상2층 ,"[37.4928992, 127.058864]",50.15,8.75,21.169999999999998
1225,항아리,한식,02 5523117,서울특별시 강남구 역삼동 735-37번지 지상1층지상2층 ,"[37.4983242, 127.0344945]",57.07,46.29,49.524
1226,신의주찹쌀순대,한식,02 539 979,서울특별시 강남구 역삼동 837-22번지 지상1층 ,"[37.4905651, 127.0326019]",54.36,28.42,36.202
1227,호식이두마리치킨 개포1호점,한식,02 5776707,서울특별시 강남구 개포동 1187-4번지 지하1층 ,"[37.47442660000001, 127.05018]",97.33,60.63,71.64
1228,티엔티엔티엔,중국식,02 5631677,서울특별시 강남구 삼성동 129-20번지 지하1층 1호2호3호 ,"[37.50798150000001, 127.0543019]",58.97,27.25,36.766
1229,영동원삼겹살,한식,02 5494115,서울특별시 강남구 논현동 164-0번지 지상1층 ,"[37.5085698, 127.0230676]",61.77,75.25,71.20599999999999
1230,심양,기타,02959 9213,서울특별시 강남구 청담동 2번지 ,"[37.5229812, 127.0402214]",56.29,2.7,18.777
1231,궁,경양식,02 5489540,서울특별시 강남구 신사동 631-33번지 지하1층 ,"[37.5233003, 127.0348108]",60.04,58.8,59.172
1232,체,한식,02 514 607,서울특별시 강남구 논현동 59-11번지 지하1층 ,"[37.5192657, 127.0292484]",97.3,48.66,63.251999999999995
1233,동굴관,분식,02 5348849,서울특별시 강남구 역삼동 635-13번지 지상1층 ,"[37.4998077, 127.02948]",91.14,59.33,68.87299999999999
1234,야자미,일식,02 05721933,서울특별시 강남구 도곡동 467-23번지 1층 ,"[37.4867125, 127.0512424]",84.7,20.96,40.082
1235,청담동칼국수,경양식,02 5124876,서울특별시 강남구 청담동 50-2번지 2층 ,"[37.5241475, 127.0500659]",70.6,13.25,30.454999999999995
1236,밥도,분식,02 5145545,서울특별시 강남구 청담동 78-9번지 지하1층 ,"[37.5268462, 127.0419356]",87.47,80.43,82.542
1237,쏘이19,한식,02 5018090,서울특별시 강남구 역삼동 637-32번지 지상1층 ,"[37.500997, 127.0332104]",55.32,63.65,61.150999999999996
